Filename,Frame,ID,X,Y,Width,Height,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20,Keypoint_21,Keypoint_22,Keypoint_23,Keypoint_24,Keypoint_25,Keypoint_26,Keypoint_27,Keypoint_28,Keypoint_29,Keypoint_30,Keypoint_31,Keypoint_32,Keypoint_33
uploaded_video.mp4,10,2,0.11667649447917938,0.6229272484779358,0.19332385063171387,0.5808260440826416,0.08151961863040924,0.41735661029815674,0.07997316122055054,0.400179922580719,0.06676312536001205,0.40807774662971497,0.0,0.0,0.032728638499975204,0.4184844195842743,0.08909258991479874,0.4613513946533203,0.01297072134912014,0.4943528175354004,0.1114652007818222,0.5529208779335022,0.0,0.5959178805351257,0.1258746087551117,0.5891751050949097,0.06281916797161102,0.5499117374420166,0.11932136118412018,0.6472803950309753,0.06426689773797989,0.6725817918777466,0.1557694673538208,0.7545583248138428,0.07649758458137512,0.802239179611206,0.14510241150856018,0.8358228206634521,0.04492030665278435,0.8746488094329834
uploaded_video.mp4,11,2,0.13095946609973907,0.6314614415168762,0.21833114326000214,0.5971242785453796,0.14449407160282135,0.4068726897239685,0.14540350437164307,0.39253219962120056,0.1320684850215912,0.39948055148124695,0.0,0.0,0.09837403148412704,0.41028231382369995,0.14731477200984955,0.4597879946231842,0.07138106971979141,0.49540454149246216,0.18173271417617798,0.5396547913551331,0.05627484992146492,0.5895564556121826,0.21048077940940857,0.6009082198143005,0.12280525267124176,0.5604338049888611,0.16987112164497375,0.6399730443954468,0.12957848608493805,0.6680989861488342,0.16981829702854156,0.7411169409751892,0.17810370028018951,0.7920047640800476,0.148769810795784,0.8486282229423523,0.2121250182390213,0.8964719176292419
uploaded_video.mp4,12,2,0.16877038776874542,0.634510338306427,0.20035132765769958,0.6028920412063599,0.21046605706214905,0.41509783267974854,0.21022506058216095,0.402302086353302,0.20069153606891632,0.4069327116012573,0.0,0.0,0.16809555888175964,0.41546541452407837,0.20007877051830292,0.4652305841445923,0.14363625645637512,0.5048296451568604,0.22939810156822205,0.5506101250648499,0.1379769891500473,0.6053114533424377,0.25113868713378906,0.6219968795776367,0.20335319638252258,0.566631019115448,0.22820381820201874,0.6485398411750793,0.19910785555839539,0.6771083474159241,0.21069760620594025,0.748295783996582,0.23591956496238708,0.8106009364128113,0.1662842333316803,0.8271878361701965,0.2484082728624344,0.8975299596786499
uploaded_video.mp4,13,2,0.23577694594860077,0.6323444247245789,0.1922607272863388,0.6047172546386719,0.2750040590763092,0.4110407829284668,0.0,0.0,0.2724182605743408,0.4005023241043091,0.0,0.0,0.24959692358970642,0.40490227937698364,0.24211230874061584,0.4462125897407532,0.21785613894462585,0.4894399642944336,0.26812487840652466,0.49538859724998474,0.21689581871032715,0.5963680744171143,0.31732434034347534,0.4506377875804901,0.2712325155735016,0.549299955368042,0.2670658230781555,0.6335493326187134,0.24557380378246307,0.6631611585617065,0.30278250575065613,0.7187065482139587,0.2509854733943939,0.7840284109115601,0.31681227684020996,0.8040269017219543,0.24328522384166718,0.8999710083007812
uploaded_video.mp4,14,2,0.28726881742477417,0.6247151494026184,0.15634110569953918,0.5974933505058289,0.33159109950065613,0.3859884440898895,0.0,0.0,0.329028844833374,0.3755761384963989,0.0,0.0,0.3093535602092743,0.39053523540496826,0.2794291377067566,0.4330681264400482,0.30053892731666565,0.47389671206474304,0.3051197826862335,0.49699968099594116,0.3026658892631531,0.5632862448692322,0.3513004183769226,0.4674589931964874,0.3430819511413574,0.5105627775192261,0.313398152589798,0.6104136109352112,0.3239017128944397,0.632252037525177,0.35312989354133606,0.7088800668716431,0.3341634273529053,0.749078094959259,0.34739482402801514,0.8003281950950623,0.2774677872657776,0.8474375605583191
uploaded_video.mp4,15,2,0.3443910777568817,0.5941742062568665,0.14885878562927246,0.5563374757766724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367066353559494,0.375355064868927,0.3124256134033203,0.42826834321022034,0.36183586716651917,0.443826287984848,0.0,0.0,0.37251394987106323,0.5287574529647827,0.0,0.0,0.38921552896499634,0.49747973680496216,0.330181747674942,0.5892179012298584,0.36774370074272156,0.5949478149414062,0.35090214014053345,0.6911610960960388,0.39800649881362915,0.6782880425453186,0.3593767583370209,0.7951184511184692,0.4197123646736145,0.7743996977806091
uploaded_video.mp4,16,2,0.3873156011104584,0.5665741562843323,0.11844060570001602,0.5151112675666809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41633567214012146,0.3619737923145294,0.3671516478061676,0.4153124690055847,0.417668879032135,0.42652347683906555,0.3661518096923828,0.48401936888694763,0.43234625458717346,0.5044658184051514,0.0,0.0,0.4317805767059326,0.4721256196498871,0.3775408864021301,0.5595513582229614,0.41533154249191284,0.5617388486862183,0.38476166129112244,0.6554715633392334,0.4366133213043213,0.6383546590805054,0.37281835079193115,0.7548845410346985,0.44034209847450256,0.7249447703361511
uploaded_video.mp4,17,2,0.42225417494773865,0.5349295735359192,0.0959106907248497,0.48005855083465576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44289159774780273,0.3427833020687103,0.399368554353714,0.39532190561294556,0.4451245665550232,0.4056738317012787,0.3993951380252838,0.46121641993522644,0.4579492211341858,0.47758179903030396,0.0,0.0,0.45357879996299744,0.4704958498477936,0.4073474407196045,0.5269871354103088,0.438699334859848,0.5320919156074524,0.42634791135787964,0.6161191463470459,0.44235190749168396,0.6205062866210938,0.43408364057540894,0.7055005431175232,0.4353964924812317,0.7139158844947815
uploaded_video.mp4,18,2,0.43900513648986816,0.5179784297943115,0.08966086059808731,0.4621635377407074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451995313167572,0.33357271552085876,0.4103904664516449,0.3889353573322296,0.4601212441921234,0.3901185989379883,0.40402302145957947,0.4615885615348816,0.47117558121681213,0.447403222322464,0.4075814187526703,0.5120385885238647,0.46722307801246643,0.44897860288619995,0.4229450821876526,0.5149664282798767,0.45504194498062134,0.5169877409934998,0.4392448365688324,0.6037182211875916,0.4534805715084076,0.6089795231819153,0.4424625337123871,0.691518247127533,0.44160932302474976,0.6988298296928406
uploaded_video.mp4,19,2,0.451406866312027,0.4864163398742676,0.08578505367040634,0.42191436886787415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4633944630622864,0.31842511892318726,0.4209802746772766,0.365604966878891,0.47058743238449097,0.3691404461860657,0.4154731333255768,0.4262666702270508,0.48101726174354553,0.4285888075828552,0.42869144678115845,0.4377000033855438,0.4823438227176666,0.4233180582523346,0.4309113621711731,0.4863133728504181,0.46443971991539,0.4871859550476074,0.4438339173793793,0.5679044127464294,0.47181981801986694,0.5644510984420776,0.4478212893009186,0.6480085849761963,0.4756712019443512,0.647323727607727
